Descricao;Unidade
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - PORTAL ESTRELADO 2 - 3MT ALT. X 2LARG;PC
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - PORTAL SINO;PC
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - TUNEL (10M);PC
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - TUNEL (2MT);PC
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - TUNEL (4MT);PC
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - TUNEL (5MT);PC
ILUMINACAO NATAL - FERROS ** ILUMINADA ** - TUNEL (6MT);PC
ILUMINACAO NATAL - FIO DE FADA;PC
ILUMINACAO NATAL - LOCACAO ** ILUMINADA ** - ARMACAO ARVORE AN1 (5MT);PC
ILUMINACAO NATAL - LOCACAO ** ILUMINADA ** - ARMACAO ARVORE AN2 (5MT);PC
ILUMINACAO NATAL - LOCACAO ** ILUMINADA ** - ARMACAO ARVORE TUNEU (7MT);PC
ILUMINACAO NATAL - LOCACAO ** ILUMINADA ** - ESTRELA CADENTE C/ CALDA;UN
ILUMINACAO NATAL - LOCACAO ** ILUMINADA ** - ESTRELA CENTRAL COM 4 BASES * CALDAS *;UN
ILUMINACAO NATAL - LOCACAO ** ILUMINADA ** - PORTAL 3MT ALT. X 2LARG;PC
ILUMINACAO NATAL - PISCA DE LED IP20 FIO INCOLOR * BRANCO 6400K * (10MT 8FIOS) 127V;PC
ILUMINACAO NATAL - PISCA DE LED IP20 FIO INCOLOR * BRANCO 6400K * (10MT 8FIOS) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP20 FIO VERDE * 3000K * (10MT) 127V;PC
ILUMINACAO NATAL - PISCA DE LED IP20 FIO VERDE * 65000K * (10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP20 FIO VERDE * AZUL * (10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 * SMART RGB * (10MT);UN
ILUMINACAO NATAL - PISCA DE LED IP65 FIO AZUL * AZUL * (90MT) 220V;UN
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * 3000K * (1.8MM - 10MT) 127V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * 3000K * (1.8MM - 10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * 3000K * (PISCA-PISCA) 127V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * 6500K * (1.6MM - 10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * 6500K * (1.8MM - 10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * 6500K * (10MT) 127V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * AZUL * (10MT) 220V;UN
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * COLORIDO * (10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * VERDE * (10MT) 127V;UN
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * VERDE * (10MT) 220V;UN
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE * VERMELHO * (10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE STROBO +* 3000K * (100MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE STROBO +* 3000K * (10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE STROBO +* 3000K * (20MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERDE STROBO +* 6500K * (10MT) 220V;PC
ILUMINACAO NATAL - PISCA DE LED IP65 FIO VERMELHO * VERMELHO * (10MT) 220V;PC
ILUMINACAO NATAL - REDE 320LEDS BRANCO 3000K (3.0LARG X 2.0ALT - 8FIOS) 127V;PC
ILUMINACAO NATAL - REDE 320LEDS BRANCO 3000K (4.0LARG X 3.0ALT - 8FIOS) 220V;PC
ILUMINACAO NATAL - REDE 320LEDS BRANCO 6400K (2.4LARG X 1.8ALT - 8FIOS) 127V;PC
ILUMINACAO NATAL - REDE 320LEDS BRANCO AZUL (4.0LARG X 3.0ALT - 8FIOS) 220V;PC
ILUMINACAO NATAL - REDE 320LEDS BRANCO RGB (4.0LARG X 3.0ALT - 8FIOS) 220V;PC
ILUMINACAO NATAL - REDE CACHOEIRA 240L * RGB* - 127V;PC
ILUMINACAO NATAL - REDE CACHOEIRA 400L * 6500K * - 220V;UN
ILUMINACAO NATAL - SPUTINIK AZUL;UN
ILUMINACAO NATAL - TUBOS SNOW * 1 MT * 6500K ( BIVOLT );PC
ILUMINACAO NATAL - TUBOS SNOW * 1 MT * AZUL ( BIVOLT );PC
ILUMINACAO NATAL - TUBOS SNOW * 1 MT * VERMELHO ( BIVOLT );PC
ILUMINACAO NATAL - TUBOS SNOW CASCATA 3000K ( 8 X 50CM ) BIVOLT;UN
ILUMINACAO NATAL - TUBOS SNOW CASCATA 6500K ( 8 X 50CM ) BIVOLT;PC
ILUMINACAO NATAL - TUBOS SNOW CASCATA AZUL ( 8 X 50CM ) BIVOLT;PC
ILUMINACAO NATAL - TUBOS SNOW CASCATA RGB ( 8 X 50CM ) BIVOLT;PC
ILUMINAÇAO PULBLICA - CACAMBA (VIDRO PLANO E-40 C/ALOJ.);PC
ILUMINAÇAO PULBLICA - CACAMBA (VIDRO PLANO E-40 C/ALOJ.) ** NOVA **;PC
ILUMINAÇAO PULBLICA - PETALA (1 PETALAS - S/ ALOJ.);PC
ILUMINAÇAO PULBLICA - PETALA (2 PETALAS - S/ ALOJ.);PC
ILUMINAÇAO PULBLICA - PETALA (3 PETALAS - S/ ALOJ.);PC
ILUMINAÇAO PULBLICA - PETALA (4 PETALAS - ** C/ ALOJ. **);MT
ILUMINAÇAO PULBLICA - PETALA (4 PETALAS - S/ ALOJ.);PC
INCENDIO - BOTOEIRA ACIONAMENTO ALARME;PC
INCENDIO - BOTOEIRA ACIONAMENTO BOMBA (VD/VM);PC
INCENDIO - CENTRAL INCENDIO ( 12FUNOES - 12V );PC
INCENDIO - CENTRAL INCENDIO ( 24FUNOES - 12V );PC
INCENDIO - SENSOR FUMACA (C/ BASE E RELE);PC
INFORMATICA - ANTENA WIRELESS INTELBRAS (5000I 5GHZ 16DBI);PC
INFORMATICA - CABO DE FORÇA 10A - 10 METROS;PC
INFORMATICA - GABINETE GIGABYTE COREI5 (CACHE12MB) SSD240G - VENGEAGE 8GB;PC
INFORMATICA - LEITOR DE CÓDIGO DE BARRAS COM FIO;PC
INFORMATICA - LEITOR DE CÓDIGO DE BARRAS SEM FIO;PC
INTER. CENTRO DE CORDAO (BRANCO);PC
INTER. CENTRO DE CORDAO (CINZA);PC
INTERRUPTOR EMB 2P S/P;PC
INTERRUPTOR SOBREPOR 1S;PC
INTERRUPTOR SOBREPOR 1S+TOM20A;UN
INVERSOR FREQUENCIA * 5CV(HP) * (8A/220V) JNG;PC
INVERSOR FREQUENCIA ** 10 CV ** (28A/380V) WEG;PC
INVERSOR FREQUENCIA ** 15 CV ** (32A/220V) WEG;PC
INVERSOR FREQUENCIA ** 20CV ** (56A/220V) WEG;PC
INVERSOR TENSAO 12V P/ 127V/220V (1000W);PC
INVERSOR TENSAO 24V P/ 127V/220V (300W);PC
ISOLADOR CASTANHA 40 X 60 PQ.;PC
ISOLADOR CASTANHA 60 X 80 MED.;PC
ISOLADOR CASTANHA 80 X 100 GRD.;PC
ISOLADOR EPOXI BUJAO 58X75;PC
ISOLADOR EPOXI PARALELO 16X20 (ROSCA 1/4);PC
ISOLADOR EPOXI PARALELO 16X25 (ROSCA 1/4);PC
ISOLADOR EPOXI PARALELO 16X30 (ROSCA 1/4);PC
ISOLADOR EPOXI PARALELO 25X30 (ROSCA 1/4);PC
ISOLADOR EPOXI PARALELO 25X40 (ROSCA 1/4);PC
ISOLADOR EPOXI PARALELO 30X30;PC
ISOLADOR EPOXI PARALELO 30X40;PC
ISOLADOR EPOXI PARALELO 30X50;PC
ISOLADOR EPOXI PARALELO 30X60;PC
ISOLADOR EPOXI PARALELO 40X40;PC
ISOLADOR EPOXI PARALELO 50X50;PC
ISOLADOR EPOXI SUPORTE BARRAMENTO 10MM;PC
ISOLADOR EPOXI SUPORTE BARRAMENTO 6MM;PC
ISOLADOR EPOXI SUPORTE BARRAMENTO 8MM;PC
ISOLADOR PIMENTAO;PC
ISOLADOR ROLDANA ( 2 LEITOS );PC
ISOLADOR ROLDANA (54MMX57MM);PC
ISOLADOR ROLDANA (72MMX72MM);PC
JARDIM MANGUEIRA BOBINA AMARELA TRANÇADA (1/2 X 2MM);PC
JARDIM MANGUEIRA BOBINA LARANJA (1/2 X 3MM);PC
JARDIM MANGUEIRA P/ JARDIM AZUL - 15MT;PC
JARDIM MANGUEIRA P/ JARDIM VERDE - 10MT;PC
JARDIM MANGUEIRA P/ JARDIM VERDE - 20MT;PC
JOGO DE CONTATO (DIVERSOS 3TF40 ATE 3TF44);PC
JOGO DE CONTATO 3RT10 56 ( P/ CONTATOR 3TR 56) - SIEMENS;PC
JOGO DE CONTATO 3TF 52 - SIEMENS;PC
JOGO DE CONTATO 3TF 56 - SIEMENS;PC
KIT - KIT BANHEIRO ACESSORIOS STANDER BLACK (5PC);PC
KIT - KIT BANHEIRO ACESSORIOS STANDER CROMADO (5PC);PC
KIT AP 1 - (2 QRS 25W / 3 QRS 18W / 1 VENT MEDIO);UN
KIT VENTILADOR 1 - (1 VENT NEW DELTA + 10MT CORD 2X0.75MM MR + MAO OBRA);UN
KIT BOILER - RESERVATORIO 800LITROS / 3000W - 220V;PC
KIT DESOXIDANTE DX-037 + PRATEADOR (NITRATO DE PRATA) DCP-056 SOLUÇÃO SAL 1 L;PC
LAMPADA FLUOR - 15W IMPORTADA;PC
LAMPADA FLUOR - 20W COLORIDA;PC
LAMPADA FLUOR - 30W IMPORTADA;PC
LAMPADA FLUOR - 4/6/8/10 W GERMICIDA;PC
LAMPADA FLUOR - 4/6/8/10 W LUZ DO DIA;PC
LAMPADA FLUOR - 40W COLORIDA;PC
LAMPADA FLUOR - CIRCULAR 32W (REFIL);PC
LAMPADA FLUOR - HO 110W;PC
LAMPADA FLUOR - PHILIPS / GE - 20W;PC
LAMPADA FLUOR - PHILIPS / GE - 30W - LUZ DO DIA;PC
LAMPADA FLUOR - PHILIPS / GE - 32/40W;PC
LAMPADA HALOGENA - 100-150W/127V *PQ* 78MM2;UN
LAMPADA HALOGENA - 100-150W/220V PQ.;UN
LAMPADA HALOGENA - 150W/127V;UN
LAMPADA HALOGENA - 150W/220V;UN
LAMPADA HALOGENA - 300W/127V;UN
LAMPADA HALOGENA - 300W/220V;UN
LAMPADA HALOGENA - 500W/127V;UN
LAMPADA HALOGENA - 500W/220V;UN
LAMPADA HALOGENA - 1000W/127V;UN
LAMPADA HALOGENA - 1000W/127V LONGA;UN
LAMPADA HALOGENA - 1000W/220V;UN
LAMPADA HALOGENA - 1000W/220V LONGA;UN
LAMPADA HALOGENA - BIPINO 12V - 20 A 100W;PC
LAMPADA HALOGENA - HALOPEN (G-9) - 60W/127V;PC
LAMPADA HALOGENA - HALOPEN (G-9) - FOSCA - 60W/127V;UN
LAMPADA HALOGENA - HALOPEN (G-9) FOSCA - 60W/220V;UN
LAMPADA INC. - BOLINHA (FOGAO/GELADEIRA) E27 - 40W/127V;PC
LAMPADA INC. - BOLINHA (FOGAO/GELADEIRA) E27 - 40W/220V;PC
LAMPADA INC. - CHUPETA (FOGAO/GELADEIRA) E12 - 7 A 15W;PC
LAMPADA INC. - CHUPETA (FOGAO/GELADEIRA) E14 - 15W 127V;PC
LAMPADA INC. - CHUPETA (FOGAO/GELADEIRA) E14 - COLORIDA;UN
LAMPADA INC. - CHUPETA (MAQUINA COSTURA) - 127V;PC
LAMPADA INC. VELA E-27 25/40W - 127V ( LEITOSA );PC
LAMPADA INC./HALOGENA *A* 42W - 127V (EQ.60W);PC
LAMPADA INC./HALOGENA *B* 72W - 127V (EQ.100W);PC
LAMPADA INC./HALOGENA *C* 120W - 127V (EQ.150W);PC
LAMPADA INC./HALOGENA *D* 42W - 220V (EQ.60W);PC
LAMPADA INC./HALOGENA *E* 72W - 220V (EQ.100W);PC
LAMPADA INC./HALOGENA *F* 120W - 220V (EQ.150W);PC
LAMPADA INFRA-VERMELHO - 127V - 250W;PC
LAMPADA INFRA-VERMELHO - 220V - 250W;PC
LAMPADA LED 9 / 10W ( 12 V / 6400K );UN
LAMPADA LED - AR 111 - 3000K - BRIC;PC
LAMPADA LED - AR 111 - 3000K - OUROLUX;PC
LAMPADA LED - AR 111 - 6400K;PC
LAMPADA LED - AR 70 - 3000K;PC
LAMPADA LED - AR 70 - 6400K;PC
LAMPADA LED - BOLINHA E27 - 3W / 4.8W - AM;PC
LAMPADA LED - BOLINHA E27 - 3W / 4.8W - VD;PC
LAMPADA LED - BOLINHA E27 - 4.8W - 3000K AVANT / LUMANTI;PC
LAMPADA LED - BOLINHA E27 - 4.8W - 6400K AVANT / LUMANTI;PC
LAMPADA LED - BOLINHA E27 - 1W - AZUL;PC
LAMPADA LED - BOLINHA E27 - 1W - VERDE;PC
LAMPADA LED - BOLINHA E27 - 1W - VERMELHA;PC
LAMPADA LED - BOLINHA E27 127V - 1 / 3W - 3000K GALAXY;PC
LAMPADA LED - BOLINHA E27 127V - 1 / 3W - 6400K GALAXY;PC
LAMPADA LED - BOLINHA E27 220V - 1 / 3W - 3000K GALAXY;PC
LAMPADA LED - COLOR - 7 / 9 W AMARELA;PC
LAMPADA LED - COLOR - 7 / 9 W VERMELHA;PC
LAMPADA LED - COLOR - 7 / 9 W AZUL;PC
LAMPADA LED - COLOR - 7 / 9 W VERDE;UN
LAMPADA LED - DICROICA E27 - 5 E 6.5W - RGB ( MR16 ) C/ CONTROLE;PC
LAMPADA LED - DICROICA GU10 - 5 A 7W - 3000K ( DIMERIZAVEL - MR16 );PC
LAMPADA LED - DICROICA GU10 - 5 E 6.5W - 3000K ( MR16 );PC
LAMPADA LED - DICROICA GU10 - 5 E 6.5W - 4000K ( MR16 );PC
LAMPADA LED - DICROICA GU10 - 5 E 6.5W - 6400K ( MR16 );PC
LAMPADA LED - DICROICA GU10 - 4W - 3000K ( MINI MR11 );PC
LAMPADA LED - DICROICA GU10 - 4W - 6400K ( MINI MR11 );PC
LAMPADA LED NV 12W ( DIMERIZAVEL / 2700K );UN
LAMPADA LED NV 15W ( MATA MOSQUITO );UN
LAMPADA LED NV 9W ( DIMERIZAVEL / 6500K );UN
LAMPADA LED NV C/ CAMERA;UN
LAMPADA LED NV MUSICAL;UN
LAMPADA LED NV RGB GIRATORIA;UN
LAMPADA LED NV RGB SMART 7W;UN
LAMPADA LED NV UMIDIFICADORA;UN
LAMPADA LED - PAR 20 - EXTERNA - 3000K;UN
LAMPADA LED - PAR 20 - EXTERNA - 6400K;UN
LAMPADA LED - PAR 20 - INTERNA - 3000K;PC
LAMPADA LED - PAR 20 - INTERNA - 6400K;PC
LAMPADA LED - PAR 20 - INTERNA - VERDE;UN
LAMPADA LED - PAR 20 -INTERNA - AZUL;PC
LAMPADA LED - PAR 30 - EXTERNA - 3000K;PC
LAMPADA LED - PAR 30 - EXTERNA - 6400K;PC
LAMPADA LED - PAR 30 - INTERNA - 3000K;PC
LAMPADA LED - PAR 30 - INTERNA - 6400K;PC
LAMPADA LED - PAR 38 - EXTERNA - 3000K;PC
LAMPADA LED - PAR 38 - EXTERNA - 6400K;PC
LAMPADA LED - PAR 38 - INTERNA - 3000K;UN
LAMPADA LED - PAR 38 - INTERNA - 6400K;PC
LAMPADA LED - VELA E14 - 4W/5W - 3000K;PC
LAMPADA LED - VELA E14 - 4W/5W - 6400K;PC
LAMPADA LED - VELA E14 - FILAMENTO DE LED - 4W - 3000K;PC
LAMPADA LED - VELA E27 - FILAMENTO DE LED (MOD. ** B35 / 4W - 127V) - 3000K;PC
LAMPADA LED ( HALOGENA R7S ) 12CM 3000K - 10W;UN
LAMPADA LED ( HALOGENA R7S ) 12CM 6400K - 10W / 220V;UN
LAMPADA LED BULBO E-27 4 / 4.7W - 3000K;UN
LAMPADA LED BULBO E-27 4 / 4.7W - 6400K;UN
LAMPADA LED BULBO E-27 9W - 3000K;UN
LAMPADA LED BULBO E-27 9W - 4000K;PC
LAMPADA LED BULBO E-27 9W - 6500K;PC
LAMPADA LED BULBO E-27 9W - 6500K ** KIT P/ 04 UND. **;PCT
LAMPADA LED BULBO E-27 12W - 3000K;UN
LAMPADA LED BULBO E-27 12W - 6400K;PC
LAMPADA LED BULBO E-27 15W - 3000K;UN
LAMPADA LED BULBO E-27 15W - 6400K;PC
LAMPADA LED BULBO E-27 ULTRA LED 20W;PC
LAMPADA LED BULBO E-27 ULTRA LED 30W;PC
LAMPADA LED BULBO E-27 ULTRA LED 30W (3000K);PC
LAMPADA LED BULBO E-27 ULTRA LED 50W;PC
LAMPADA LED BULBO E-27 ULTRA LED 75W;PC
LAMPADA LED BULBO E-27/40 ULTRA LED 100W;UN
LAMPADA LED BULBO E-40 ULTRA LED 200W;UN
LAMPADA LED COMPACTA 9W (SORVETE - LUMANTI);PC
LAMPADA LED EM U MILHO 9W;PC
LAMPADA LED MINI BIPINO 3/5W - 6500K;PC
LAMPADA LED MINI E-14 3/5W ( ANTIGA CHUPETA ) - 3000K;PC
LAMPADA LED MINI E-14 3/5W ( ANTIGA CHUPETA ) - 6500K;UN
LAMPADA LED MINI G-9 HALOPIN 3/5W - 3000K;PC
LAMPADA LED MINI G-9 HALOPIN 3/5W - 6500K;UN
LAMPADA LED PETALA DOBRAVEL 3000K 28W 4P;PC
LAMPADA LED PETALA DOBRAVEL 6500K 35W 5P;PC
LAMPADA LED SPIDER E27 6500K - 80W;UN
LAMPADA LED TUBOLAR T-05 55CM 10W;PC
LAMPADA LED TUBOLAR T-05 120CM 18W 4000K;UN
LAMPADA LED TUBOLAR T-05 120CM 18W/20W 6500K;UN
LAMPADA LED TUBOLAR T-08 60CM 10W (3000K);PC
LAMPADA LED TUBOLAR T-08 60CM 10W (4000K);PC
LAMPADA LED TUBOLAR T-08 60CM 10W DIF. CRISTAL (6400K) DIF. CRISTAL * PROMOCAO *;UN
LAMPADA LED TUBOLAR T-08 60CM 9/10W (6400K) LEITOSA;UN
LAMPADA LED TUBOLAR T-08 1.20 MT 6400 K (LIGAÇÃO 1 LADO) POLICARBONATO *ENCOMENDA*;UN
LAMPADA LED TUBOLAR T-08 120CM 18/20W (6400K);UN
LAMPADA LED TUBOLAR T-08 120CM 20W (3000K);UN
LAMPADA LED TUBOLAR T-08 120CM 20W (4000K);PC
LAMPADA LED TUBOLAR T-08 120CM 20W (AMARELA);UN
LAMPADA LED TUBOLAR T-08 120CM 20W (AZUL);UN
LAMPADA LED TUBOLAR T-08 120CM 20W (ROSA);PC
LAMPADA LED TUBOLAR T-08 120CM 20W (VERDE);UN
LAMPADA LED TUBOLAR T-08 120CM 20W (VERMELHO);UN
LAMPADA LED TUBOLAR T-08 240CM 36W ( 4000K ) HO - COMUM (2LADOS);PC
LAMPADA LED TUBOLAR T-08 240CM 36W ( 6400K ) HO - AVANT/OUROLUX/LUMANTI;UN
LAMPADA LED TUBOLAR T-08 240CM 65W HO - OPUS/AVANT/LUMANTI;PC
LAMPADA ML FOXLUX - E27 160W;PC
LAMPADA ML FOXLUX - E27 250W;PC
LAMPADA ML FOXLUX - E40 250W;PC
LAMPADA ML FOXLUX - E40 500W;PC
LAMPADA PL BIPINO 5/7/9 CLARA;PC
LAMPADA PL NEGRA E-27 20/28W 127V;PC
LAMPADA PL SPIRAL 45W - 127V FOXLUX;UN
LAMPADA PL SPIRAL 45W - 220V FOXLUX;PC
LAMPADA PL SPIRAL 58 / 65W - 220V FOXLUX;PC
LAMPADA PL SPIRAL 85W VOLTAGEM 127V ( E-27 );PC
LAMPADA PL SPIRAL 85W VOLTAGEM 220V ( E-27 );PC
LAMPADA PL SPIRAL 85W VOLTAGEM 220V ( E-40 );PC
LAMPADA PL SPIRAL 105W VOLTAGEM 220V ( E-27 );PC
LAMPADA RETRO - FILAMENTO DE CARBONO (MOD. ** A19 / 40W - 127V);PC
LAMPADA RETRO - FILAMENTO DE CARBONO (MOD. ** G80 / 40W - 127V);PC
LAMPADA RETRO - FILAMENTO DE CARBONO (MOD. ** ST64 / 40W - 127V);PC
LAMPADA RETRO - FILAMENTO DE CARBONO (MOD. ** T45 / 40W - 127V);PC
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** A19 / 4W - 127V);PC
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** A60 / 4W - 127V) - BULBO/PERA;PC
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** G45 / 4W - 127V) - BOLINHA;PC
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** G80 / 4W);UN
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** G95 / 4W - 127V);PC
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** ST64 / 4W - 127V);PC
LAMPADA RETRO - FILAMENTO DE LED (MOD. ** T32 / 4W - 127V) - TUBO;PC
LAMPADA V. MERCURIO E-40 220V - 250W;PC
LAMPADA V. MET. 250W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. MET. 250W * 1 * E-40 - TUB. - AZUL;PC
LAMPADA V. MET. 250W * 1 * E-40- TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. MET. 400W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. MET. 400W E-40 - TUB. - PHILIPS;PC
LAMPADA V. MET. 400W E-40 - TUB. - VERDE;PC
LAMPADA V. MET. 400W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. MET. 1000W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. MET. 1000W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. MET. 2000W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. MET. 2000W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. MET. 2000W E-40 - TUB. (OSRAM/PHILIPS);PC
LAMPADA V. MET. HQI 70W;PC
LAMPADA V. MET. HQI 70W COLOR;PC
LAMPADA V. MET. HQI 150W AZUL;PC
LAMPADA V. MET. HQI 150W CLARA (6400K);PC
LAMPADA V. SODIO 100W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. SODIO 100W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);UN
LAMPADA V. SODIO 70W * 2 * E-27 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. SODIO 70W E-27 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. SODIO 150W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. SODIO 150W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. SODIO 250W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. SODIO 250W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA V. SODIO 400W * 2 * E-40 - TUB. (JUSKA/DEMAPE/LUZ SOLAR);PC
LAMPADA V. SODIO 400W E-40 - TUB. (EMPALUX/KIAN/FOXLUX/AVANT);PC
LAMPADA VELA CHAMA;UN
LANTERNA DE CABEÇA;PC
LANTERNA DE CABEÇA C/ SENSOR - REF. KA-L 1512;PC
LANTERNA PARADE MEDIA BASE (C/ BRACO S );PC
LANTERNA PAREDE METADE MEIA LANTERNA;PC
LANTERNA TETO PEQ. QUADRADA N.7;PC
LAVADORA ALTA PRESSAO KARCHER HD585 PROF;UN
LED - DRIVER 200W (P/ PROJETOR);PC
LED - DRIVER PLAFON ** 30W - 40W** (LUMANTI);PC
LED - DRIVER PLAFON ** 30W - 48W **;PC
LED - DRIVER PLAFON COMUM ** 18W - 25W ** (LUMANTI);PC
LED - DRIVER PLAFON COMUM ** 18W - 25W ** (ROYA);PC
LED - MODULO LED ( 12V / 0.75 OU 1.5W ) - C/ LENTE;PC
LED - MODULO LED ( 12V / 0.75 OU 1.5W ) - S/ LENTE **BLMP-5730C-3LED-BF**;PC
LED DIODO BRANCO;UN
LIMPA CONTATO SPRAY 300ML;UN
LINHA CINZA ABRACADEIRA PVC 3/4 TRAVANTE;PC
LINHA CINZA ABRACADEIRA PVC 1 TRAVANTE;PC
LINHA CINZA CONDULETE PVC 4X2;PC
LINHA CINZA CONDULETE PVC 4X4;PC
LINHA CINZA CURVA PVC 1/2 X 90 GRAUS;PC
LINHA CINZA CURVA PVC 3/4 X 90 GRAUS - S/ ROSCA;PC
LINHA CINZA CURVA PVC 1 X 90 GRAUS;PC
LINHA CINZA ELETRODUTO PVC 1/2 X 3MT;PC
LINHA CINZA ELETRODUTO PVC 3/4 X 3 MT;PC
LINHA CINZA ELETRODUTO PVC 1 X 3 MT;PC
LINHA CINZA LUVA PVC 1/2 S/ ROSCA;PC
LINHA CINZA LUVA PVC 3/4 - S/ ROSCA;PC
LINHA CINZA LUVA PVC 1 S/ ROSCA;PC
LINHA CINZA TAMPA 3 SEÇÃO;PC
LINHA CINZA TAMPA CEGA;PC
LINHA CINZA UNIDUT PVC 1/2;PC
LINHA CINZA UNIDUT PVC 3/4;PC
LINHA CINZA UNIDUT PVC 1;PC
LIXA - MASSA NORTON (80);PC
LIZ MODULO INTER. 1S;PC
LIZ MODULO INTER. 1P;PC
LIZ MODULO TOMADA NBR 10A;PC
LIZ MODULO TOMADA NBR 20A BRC;PC
LIZ MODULO TOMADA NBR 20A VERMELHA;PC
LIZ MODULO CAMPAINHA CIGARRA;PC
LIZ MODULO CEGO;PC
LIZ MODULO CONTROLE PARA VENTILADOR COMPLETO 4X2;PC
LIZ MODULO DIMER (VARIADOR DE LUZ 200W);PC
LIZ MODULO FURO;PC
LIZ MODULO INTER. 1P BIPOLAR;PC
LIZ MODULO INTER. 1S BIPOLAR;PC
LIZ MODULO INTER. INTERMEDIARIO;PC
LIZ MODULO INTER. PULSAR (CAMPAINHA);PC
LIZ MODULO SENSOR DE PRESENCA EMB. ( COMPLETO C/ PLACA );PC
LIZ MODULO TELEFONE RJ-11;PC
LIZ MODULO TOMADA ANTENA TV COAXIAL;UN
LIZ MODULO TOMADA INFOR. RJ-45;PC
LIZ PLACA+BAST. 4X2 - 1 SECAO;PC
LIZ PLACA+BAST. 4X2 - 2 SECAO;PC
LIZ PLACA+BAST. 4X2 - 3 SECAO;PC
LIZ PLACA+BAST. 4X2 - CEGA;PC
LIZ PLACA+BAST. 4X2 - FURO;PC
LIZ PLACA+BAST. 4X4 - 2 SECAO;PC
LIZ PLACA+BAST. 4X4 - 4 SECAO;PC
LIZ PLACA+BAST. 4X4 - 6 SECAO;PC
LIZ PLACA+BAST. 4X4 - CEGA;PC
LUBRIFICANTE PARA PUXAMENTO DE CABOS - 500ML;UN
LUMINARIA DE MESA ARTICULADA C/ BASE - COLORIDA;PC
LUMINARIA DE MESA ARTICULADA C/ BASE E GARRA LUATEK ** 2 EM 1 **;PC
LUMINARIA DE MESA ARTICULADA C/ GARRA - COLORIDA;PC
LUMINARIA ALETADA 1 X 60CM ( BR );PC
LUMINARIA ALETADA 1 X 60CM ( PR );PC
LUMINARIA ALETADA 1 X 120CM ( BR );PC
LUMINARIA ALETADA 1 X 120CM ( PR );PC
